sale_year,sale_month,category,revenue,profit
2022,8,NOODLES,18672.0,2942.38
2022,8,NUTS,2672.0,1092.29
2022,8,OFFICE SUPPLIES,2539.0,484.16
2022,8,OIL,8399.0,1186.45
2022,8,PANCAKE,200.0,26.05
2022,8,Paper Supplies,218.0,29.5
2022,8,PARTY NEEDS,471.0,103.0
2022,8,pasta,236.0,64.0
2022,8,PERSONAL HYGIENE,29718.0,5688.2
2022,8,Pesticide,1569.0,260.98
2022,8,PLASTIC PRODUCTS,5726.0,1318.64
2022,8,POWDERED FRUIT DRINK,7039.0,1242.92
2022,8,POWDERED MILK DRINK,17581.0,2706.99
2022,8,Prepaid Load,5780.0,2426.5
2022,8,RICE,11681.0,1713.2
2022,8,SCHOOL SUPPLIES,5042.0,1455.49
2022,8,SEASONINGS,26790.0,5078.18
2022,8,SHAMPOO,9598.0,2081.78
2022,8,SKIN CARE,23.0,3.75
2022,8,snackbar,10729.0,3540.57
2022,8,SOAP,1342.0,256.81
2022,8,SPONGE,162.0,30.6
2022,8,TBA,39490.51,9297.28
2022,8,Vegetables,567.5,159.5
2022,8,WAX,729.0,122.55
2022,9,BAKING ESSENTIALS,27167.0,3837.46
2022,9,BATTERY,1298.0,159.68
2022,9,beer,148.0,20.0
2022,9,BISCUITS,34660.0,5507.35
2022,9,BREAD,94125.0,9446.72
2022,9,CANDY,25017.0,4430.48
2022,9,CANNED GOODS,37452.0,5738.91
2022,9,CANNED MILK,10706.0,1595.4
2022,9,CEREAL,1770.0,280.81
2022,9,CHIPS,23665.0,4779.45
2022,9,chmsc,86870.0,26061.0
2022,9,CIGARETTES,71617.0,4778.64
2022,9,CLEANING SOLUTION,566.0,83.8
2022,9,COFFEE,13296.0,2615.54
2022,9,COLOGNE,124.0,22.7
2022,9,CONDIMENTS,24471.0,4103.39
2022,9,DEODORANT,2359.0,414.13
2022,9,DETERGENT,20275.0,3792.12
2022,9,DIAPERS,12815.0,1946.29
2022,9,DISH WASHING,5599.0,1016.49
2022,9,DRINK,84878.0,15470.26
2022,9,EGG,14722.5,3521.25
2022,9,FEMALE HYGEINE,6714.0,1171.99
2022,9,Food Enhancer,39.0,5.75
2022,9,FROZEN FOODS,2974.0,492.83
2022,9,HAIR DYE,510.0,80.4
2022,9,Hardware,69.0,9.0
2022,9,ICE CREAM,31342.0,5971.55
2022,9,jelly,557.0,92.31
2022,9,karinderya,235400.0,77682.0
2022,9,LIQUOR,29765.0,4788.71
2022,9,MEDICINE,3352.0,794.47
2022,9,MILK,27731.0,3997.21
2022,9,MILK FORMULA,10295.0,1270.98
2022,9,misc,43093.0,7253.95
2022,9,NOODLES,17188.0,2721.99
2022,9,NUTS,3203.0,1248.23
2022,9,OFFICE SUPPLIES,1185.0,223.17
2022,9,OIL,8938.0,1167.52
2022,9,PANCAKE,58.0,8.3
2022,9,Paper Supplies,103.0,37.0
2022,9,PARTY NEEDS,309.0,79.5
2022,9,peanuts,525.0,105.0
2022,9,PERSONAL HYGIENE,26634.59,4821.22
2022,9,Pesticide,1493.0,215.18
2022,9,PLASTIC PRODUCTS,6194.0,1334.81
2022,9,POWDERED FRUIT DRINK,7262.0,1265.28
2022,9,POWDERED MILK DRINK,14654.0,2289.98
2022,9,Prepaid Load,25622.0,1330.5
2022,9,rice,12265.0,1608.7
2022,9,SCHOOL SUPPLIES,5310.0,1434.2
2022,9,SEASONINGS,26527.0,4690.26
2022,9,SHAMPOO,9413.0,2105.58
2022,9,SOAP,1158.0,225.01
2022,9,SPONGE,216.0,40.8
2022,9,TBA,34418.0,7756.74
2022,9,Vegetables,339.0,93.0
2022,9,WAX,487.0,85.45
2022,10,BAKING ESSENTIALS,34676.0,4882.16
2022,10,BATTERY,3092.0,377.24
2022,10,beer,74.0,10.0
2022,10,BISCUITS,38385.0,6136.6
2022,10,BREAD,97463.0,9914.42
2022,10,CANDY,27930.0,5210.77
2022,10,CANNED GOODS,37311.0,5537.2
2022,10,CANNED MILK,10079.0,1482.35
2022,10,CEREAL,1845.0,304.52
2022,10,CHIPS,26080.0,5169.35
2022,10,CIGARETTES,74468.0,4269.93
2022,10,CLEANING SOLUTION,816.0,126.05
2022,10,COFFEE,13638.0,2592.23
2022,10,COLOGNE,155.0,29.35
2022,10,CONDIMENTS,25764.0,3860.58
2022,10,DEODORANT,3341.0,535.25
2022,10,DETERGENT,23098.5,4252.62
2022,10,DIAPERS,14362.0,2140.54
2022,10,DISH WASHING,5529.0,1003.81
2022,10,DRINK,79367.0,15833.74
2022,10,EGG,13407.5,3613.25
2022,10,Egg Large,16.0,2.8
2022,10,FEMALE HYGEINE,6657.0,1202.44
2022,10,Food Enhancer,39.0,5.75
2022,10,FROZEN FOODS,4780.0,739.87
2022,10,HAIR DYE,248.0,43.75
2022,10,ICE CREAM,24756.0,4594.78
2022,10,jelly,954.0,158.82
2022,10,karinderya,1137021.0,375216.93
2022,10,LIQUOR,33580.0,5362.67
2022,10,MEDICINE,4972.0,1131.25
2022,10,MILK,25651.0,3718.32
2022,10,MILK FORMULA,14863.0,1738.53
2022,10,misc,39076.0,6614.7
2022,10,NOODLES,18691.0,3006.65
2022,10,NUTS,2971.0,1131.28
2022,10,OFFICE SUPPLIES,1211.0,209.45
2022,10,OIL,9086.0,1218.89
2022,10,Paper Supplies,492.0,64.0
2022,10,PARTY NEEDS,991.0,226.25
2022,10,peanuts,75.0,15.0
2022,10,PERSONAL HYGIENE,29046.8,5225.811
2022,10,Pesticide,1168.0,174.05
2022,10,PLASTIC PRODUCTS,5770.0,1107.04
2022,10,POWDERED FRUIT DRINK,6574.0,1109.42
2022,10,POWDERED MILK DRINK,15425.0,2327.19
2022,10,Prepaid Load,21784.0,1089.2
2022,10,rice,13077.0,2083.9
2022,10,SCHOOL SUPPLIES,4036.0,1114.85
2022,10,SEASONINGS,26692.0,4666.23
2022,10,SHAMPOO,9586.9,2059.96
2022,10,SOAP,1224.0,227.14
2022,10,SPONGE,288.0,54.4
2022,10,TBA,39028.0,9085.8
2022,10,Vegetables,316.0,121.0
2022,10,WAX,389.0,66.25
2022,11,BAKING ESSENTIALS,22853.0,3460.28
2022,11,BATTERY,2346.0,292.8
2022,11,beer,148.0,20.0
2022,11,BISCUITS,30889.0,4937.99
2022,11,BREAD,91415.0,9246.74
2022,11,CANDY,31576.0,6457.62
2022,11,CANNED GOODS,37691.0,5523.93
2022,11,CANNED MILK,10970.0,1576.06
2022,11,CEREAL,1155.0,165.81
2022,11,CHIPS,18872.0,3808.2
2022,11,CIGARETTES,64757.0,3810.89
2022,11,CLEANING SOLUTION,660.0,121.95
2022,11,COFFEE,12757.5,2454.65
2022,11,COLOGNE,57.0,9.95
2022,11,CONDIMENTS,23909.0,3536.84
2022,11,DEODORANT,1639.0,292.29
2022,11,DETERGENT,21805.0,4077.75
2022,11,DIAPERS,16517.0,2477.25
2022,11,DISH WASHING,6810.0,1213.04
2022,11,DRINK,77955.0,18857.17
2022,11,EGG,18090.0,4406.25
2022,11,Egg Large,600.25,144.85
2022,11,FEMALE HYGEINE,6775.0,1209.52
2022,11,FROZEN FOODS,5827.0,848.82
2022,11,HAIR DYE,408.0,60.55
2022,11,Hardware,69.0,9.0
2022,11,ICE CREAM,29049.0,5212.28
2022,11,jelly,1214.0,197.42
2022,11,karinderya,102250.0,33742.5
2022,11,LIQUOR,30252.0,4771.47
2022,11,MEDICINE,3454.0,879.91
2022,11,MILK,25359.0,3434.82
2022,11,MILK FORMULA,10157.0,1252.89
2022,11,misc,26361.0,5091.4
2022,11,NOODLES,16570.0,2677.71
2022,11,NUTS,3452.0,1108.51
2022,11,OFFICE SUPPLIES,1577.0,376.36
2022,11,OIL,6143.0,875.45
2022,11,Paper Supplies,369.0,49.25
2022,11,PARTY NEEDS,137.0,30.75
2022,11,pasta,573.0,61.1
2022,11,PERSONAL HYGIENE,28732.0,4933.81
2022,11,Pesticide,2354.0,374.5
2022,11,PLASTIC PRODUCTS,6401.0,1331.8
2022,11,POWDERED FRUIT DRINK,4384.0,742.25
2022,11,POWDERED MILK DRINK,14927.0,2244.16
2022,11,Prepaid Load,26356.0,1317.8
2022,11,RICE,10323.0,1698.75
2022,11,SCHOOL SUPPLIES,4357.0,1154.34
2022,11,SEASONINGS,23193.0,3806.96
2022,11,Sewing Essentials,95.0,19.0
2022,11,SHAMPOO,9237.0,1945.43
2022,11,SOAP,1106.0,206.59
2022,11,SPONGE,180.0,34.0
2022,11,TBA,35512.04,8039.18
2022,11,Vegetables,617.0,175.0
2022,11,WAX,553.0,95.35
2022,12,BAKING ESSENTIALS,37236.0,6028.9
2022,12,BATTERY,3311.0,415.92
2022,12,beer,74.0,10.0
2022,12,BISCUITS,33068.0,5001.73
2022,12,BREAD,106316.0,10647.95
2022,12,CANDY,38939.0,7763.21
2022,12,CANNED GOODS,40946.0,5706.02
2022,12,CANNED MILK,16417.0,2275.12
2022,12,CEREAL,2026.0,304.18
2022,12,CHIPS,24305.0,4676.01
2022,12,CIGARETTES,78408.0,2355.06
2022,12,CLEANING SOLUTION,846.0,143.3
2022,12,COFFEE,14081.0,2614.64
2022,12,COLOGNE,78.0,13.8
2022,12,CONDIMENTS,35910.0,5216.5
2022,12,DEODORANT,2915.0,479.43
2022,12,DETERGENT,22444.0,4226.89
2022,12,DIAPERS,15291.0,2310.64
2022,12,DISH WASHING,6630.0,1163.44
2022,12,DRINK,93322.0,19141.93
2022,12,EGG,4636.5,435.05
2022,12,Egg Large,9351.0,1504.0
2022,12,FEMALE HYGEINE,6964.0,1220.42
2022,12,Food Enhancer,39.0,5.75
2022,12,FROZEN FOODS,4955.0,735.15
2022,12,HAIR DYE,836.0,166.25
2022,12,ICE CREAM,27439.0,4791.85
2022,12,jelly,2250.0,367.8
2022,12,karinderya,599046.0,197685.18
2022,12,LIQUOR,46134.0,7087.73
2022,12,MEDICINE,4343.0,1104.99
2022,12,MILK,38786.0,5292.2
2022,12,MILK FORMULA,10140.0,1267.2
2022,12,misc,33226.0,8630.8
2022,12,NOODLES,22155.0,3593.44
2022,12,NUTS,1100.0,308.49
2022,12,OFFICE SUPPLIES,1529.0,322.36
2022,12,OIL,7078.0,1017.13
2022,12,Paper Supplies,400.0,102.5
2022,12,PARTY NEEDS,1810.0,403.5
2022,12,pasta,123.0,11.7
2022,12,peanuts,675.0,135.0
2022,12,PERSONAL HYGIENE,29188.0,5162.41
2022,12,Pesticide,1824.0,267.2
2022,12,PLASTIC PRODUCTS,7409.0,1599.77
2022,12,POWDERED FRUIT DRINK,4966.0,845.21
2022,12,POWDERED MILK DRINK,14841.0,2195.36
2022,12,Prepaid Load,31298.0,2310.65
2022,12,rice,12522.0,2138.2
2022,12,SCHOOL SUPPLIES,3759.0,995.23
2022,12,SEASONINGS,33884.5,5348.25
2022,12,Sewing Essentials,120.0,24.0
2022,12,SHAMPOO,8431.0,1745.78
2022,12,SOAP,1126.0,225.43
2022,12,SPONGE,180.0,34.0
2022,12,TBA,45038.5,10316.58
2022,12,TOYS,140.0,56.0
2022,12,Vegetables,346.0,145.0
2022,12,WAX,569.0,91.0
